side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
SHORT,2.3464,2.3465,-9.999999999976694e-05,-0.0042618479372556655,neutral→bear,neutral→bull
LONG,2.3465,2.3464,-9.999999999976694e-05,-0.004261666311517876,neutral→bull,neutral→bear
SHORT,2.3464,2.3465,-9.999999999976694e-05,-0.0042618479372556655,neutral→bear,neutral→bull
LONG,2.3465,2.3459,-0.0005999999999999339,-0.02556999786916403,neutral→bull,neutral→bear
SHORT,2.3459,2.3464,-0.000500000000000167,-0.02131378149111927,neutral→bear,neutral→bull
LONG,2.3464,2.3463,-0.00010000000000021103,-0.004261847937274592,neutral→bull,neutral→bear
SHORT,2.3463,2.3464,-0.00010000000000021103,-0.004262029578494269,neutral→bear,neutral→bull
LONG,2.3464,2.3463,-0.00010000000000021103,-0.004261847937274592,neutral→bull,neutral→bear
SHORT,2.3463,2.3456,0.0006999999999997009,0.02983420704938418,neutral→bear,neutral→bull
LONG,2.3456,2.3455,-0.00010000000000021103,-0.0042633015006911254,neutral→bull,neutral→bear
SHORT,2.3455,2.3456,-0.00010000000000021103,-0.004263483265837179,neutral→bear,neutral→bull
LONG,2.3456,2.3455,-0.00010000000000021103,-0.0042633015006911254,neutral→bull,neutral→bear
SHORT,2.3455,2.3448,0.0006999999999997009,0.029844382860784516,neutral→bear,neutral→bull
LONG,2.3448,2.3452,0.00039999999999995595,0.01705902422381252,neutral→bull,bear→neutral
LONG,2.3453,2.3452,-9.999999999976694e-05,-0.004263846842611476,neutral→bull,neutral→bear
SHORT,2.3452,2.3453,-9.999999999976694e-05,-0.0042640286542626185,neutral→bear,neutral→bull
LONG,2.3453,2.3452,-9.999999999976694e-05,-0.004263846842611476,neutral→bull,neutral→bear
SHORT,2.3452,2.3453,-9.999999999976694e-05,-0.0042640286542626185,neutral→bear,neutral→bull
LONG,2.3453,2.3452,-9.999999999976694e-05,-0.004263846842611476,neutral→bull,neutral→bear
SHORT,2.3452,2.3447,0.000500000000000167,0.021320143271369902,neutral→bear,neutral→bull
LONG,2.3447,2.3446,-0.00010000000000021103,-0.004264937945161898,neutral→bull,neutral→bear
SHORT,2.3446,2.3447,-0.00010000000000021103,-0.004265119849876783,neutral→bear,neutral→bull
LONG,2.3447,2.3443,-0.00039999999999995595,-0.017059751780609714,neutral→bull,neutral→bear
SHORT,2.3443,2.3444,-9.999999999976694e-05,-0.004265665657115853,neutral→bear,neutral→bull
LONG,2.3444,2.3443,-9.999999999976694e-05,-0.0042654837058423035,neutral→bull,neutral→bear
SHORT,2.3443,2.3446,-0.0002999999999997449,-0.012796996971366503,neutral→bear,bull→neutral
SHORT,2.3445,2.3446,-9.999999999976694e-05,-0.004265301770090294,neutral→bear,neutral→bull
LONG,2.3446,2.3445,-9.999999999976694e-05,-0.004265119849857842,neutral→bull,neutral→bear
SHORT,2.3445,2.3438,0.000700000000000145,0.029857112390707825,neutral→bear,neutral→bull
LONG,2.3438,2.3441,0.000300000000000189,0.012799726939166697,neutral→bull,neutral→bear
SHORT,2.3441,2.3442,-9.999999999976694e-05,-0.004266029606235525,neutral→bear,neutral→bull
LONG,2.3442,2.3441,-9.999999999976694e-05,-0.004265847623912932,neutral→bull,neutral→bear
SHORT,2.3441,2.3442,-9.999999999976694e-05,-0.004266029606235525,neutral→bear,neutral→bull
LONG,2.3442,2.3441,-9.999999999976694e-05,-0.004265847623912932,neutral→bull,neutral→bear
SHORT,2.3441,2.3442,-9.999999999976694e-05,-0.004266029606235525,neutral→bear,neutral→bull
